trip_id,stop_id,route_id,delay_sec
6368868-09_R_99_0904_13:55-PROJET2025-09-Semaine-35,4063,09,0
6368868-09_R_99_0904_13:55-PROJET2025-09-Semaine-35,4270,09,60
6368868-09_R_99_0904_13:55-PROJET2025-09-Semaine-35,4269,09,120
6368868-09_R_99_0904_13:55-PROJET2025-09-Semaine-35,4272,09,300
6368868-09_R_99_0904_13:55-PROJET2025-09-Semaine-35,3076,09,120
6368868-09_R_99_0904_13:55-PROJET2025-09-Semaine-35,3022,09,60
6368868-09_R_99_0904_13:55-PROJET2025-09-Semaine-35,3254,09,120
6368868-09_R_99_0904_13:55-PROJET2025-09-Semaine-35,3238,09,0
6368868-09_R_99_0904_13:55-PROJET2025-09-Semaine-35,3233,09,0
6368868-09_R_99_0904_13:55-PROJET2025-09-Semaine-35,3059,09,300
6368868-09_R_99_0904_13:55-PROJET2025-09-Semaine-35,3146,09,60
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,3286,55,120
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,3065,55,0
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,3051,55,0
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,3134,55,300
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,3095,55,120
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,3115,55,60
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,3048,55,0
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,3105,55,300
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,3025,55,300
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,3185,55,120
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5144,55,120
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5223,55,120
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5041,55,0
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5064,55,60
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5039,55,300
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5037,55,120
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5111,55,300
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5034,55,0
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5013,55,0
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5053,55,120
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5005,55,120
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5164,55,300
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5131,55,60
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5244,55,120
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5114,55,120
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5149,55,60
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5070,55,300
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5158,55,300
6018961-55_R_98_5502_14:35-PROJET2025-55-Semaine-08,5228,55,120
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,243,33,0
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,1355,33,120
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,45,33,120
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,379,33,60
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,1105,33,0
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,1270,33,60
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,730,33,60
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,1128,33,120
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,340,33,60
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,101,33,0
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,914,33,0
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,2917,33,0
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,381,33,60
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,1384,33,60
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,148,33,0
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,98,33,120
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,1283,33,120
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,309,33,120
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,1096,33,300
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,1321,33,0
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,960,33,120
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,429,33,60
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,842,33,300
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,263,33,120
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,1169,33,0
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,652,33,60
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,1034,33,60
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,228,33,60
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,92,33,300
6416440-33_A_50_3303_15:18-SETP2025-33-L-Ma-J-V-36,949,33,300
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,1309,38,300
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,2977,38,300
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,1620,38,0
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,20,38,120
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,964,38,120
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,1218,38,0
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,1168,38,300
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,21,38,60
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,71,38,0
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,72,38,300
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,493,38,60
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,216,38,0
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,967,38,120
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,741,38,0
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,885,38,0
6413115-38_R_99_3803_15:47-SETP2025-38-Semaine-41,1138,38,0
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,1620,99,300
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,484,99,60
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,1156,99,60
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,2708,99,300
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,2987,99,300
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,2983,99,120
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,2984,99,300
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,458,99,0
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,457,99,120
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,48,99,120
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,2985,99,120
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,2986,99,60
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,2923,99,0
6422643-99_A_50_9902_14:46-SETP2025-99-Semaine-11,1620,99,120
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,789,15,60
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,97,15,300
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,512,15,300
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,887,15,120
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,769,15,300
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,704,15,0
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,1181,15,0
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,1020,15,300
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,498,15,120
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,179,15,300
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,700,15,120
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,463,15,60
6429260-15_R_99_1506_14:04-SETP2025-15-Semaine-11,2581,15,0
4759155-47_A_50_4701_18:15-PROJET2023-47-Semaine-10,21260,47,60
6402547-32_A_48_3202_14:49-SETP2025-32-Semaine-34,2831,32,60
6402547-32_A_48_3202_14:49-SETP2025-32-Semaine-34,412,32,60
6402547-32_A_48_3202_14:49-SETP2025-32-Semaine-34,602,32,60
6402547-32_A_48_3202_14:49-SETP2025-32-Semaine-34,1269,32,0
6402547-32_A_48_3202_14:49-SETP2025-32-Semaine-34,415,32,120
6402547-32_A_48_3202_14:49-SETP2025-32-Semaine-34,34,32,120
6402547-32_A_48_3202_14:49-SETP2025-32-Semaine-34,196,32,0
6402547-32_A_48_3202_14:49-SETP2025-32-Semaine-34,1102,32,120
6402547-32_A_48_3202_14:49-SETP2025-32-Semaine-34,1079,32,0
6402547-32_A_48_3202_14:49-SETP2025-32-Semaine-34,809,32,120
6402547-32_A_48_3202_14:49-SETP2025-32-Semaine-34,198,32,120
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8047,83,300
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8114,83,60
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8020,83,120
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8006,83,120
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8092,83,120
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8152,83,300
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8168,83,60
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8228,83,0
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8018,83,300
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8059,83,300
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8165,83,60
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8184,83,0
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8058,83,300
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8011,83,120
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8039,83,300
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8175,83,300
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8194,83,60
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8198,83,300
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8172,83,0
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8069,83,60
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8127,83,0
4603455-83_R_2_8302_15:05-RESEAU2023-83-Semaine-03,8003,83,120
6410645-64_A_50_6403_16:15-SETP2025-64-Semaine-37,2909,64,0
6410645-64_A_50_6403_16:15-SETP2025-64-Semaine-37,1125,64,120
6410645-64_A_50_6403_16:15-SETP2025-64-Semaine-37,1446,64,300
6410645-64_A_50_6403_16:15-SETP2025-64-Semaine-37,1296,64,0
6368806-09_R_99_0906_16:25-PROJET2025-09-Semaine-35,2968,09,60
6413116-38_A_50_3804_14:01-SETP2025-38-Semaine-41,2651,38,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1427,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,711,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1206,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,2789,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1280,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,427,35,120
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,501,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,413,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,53,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,193,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,591,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,549,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,446,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1336,35,120
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,615,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6001,35,120
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6047,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6154,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6094,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6037,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6041,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6157,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6042,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6038,35,120
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6095,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6155,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6048,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,6001,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,847,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,368,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,856,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1058,35,120
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,558,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,115,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1276,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1048,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,740,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,554,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,630,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1145,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,299,35,120
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,230,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1211,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,73,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,199,35,120
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,66,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1094,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,945,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,273,35,120
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,444,35,120
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,643,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1028,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1303,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,344,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,422,35,300
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,796,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,544,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,468,35,60
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,476,35,120
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,1393,35,0
6420006-35_R_99_3501_14:45-SETP2025-35-Semaine-35,2686,35,300
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,2829,61,0
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,177,61,60
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,139,61,300
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,144,61,60
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,1161,61,60
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,265,61,0
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,1320,61,60
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,671,61,300
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,1324,61,300
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,433,61,0
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,610,61,300
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,2546,61,300
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,354,61,120
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,635,61,300
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,725,61,0
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,157,61,120
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,1390,61,120
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,993,61,300
6428457-61_R_99_6102_15:20-PROJET2025-61-Semaine-24,1292,61,0
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,447,07,120
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,1593,07,300
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,1054,07,120
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,908,07,0
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,233,07,0
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,2665,07,120
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,868,07,300
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,2861,07,0
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,1198,07,60
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,1199,07,300
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,548,07,300
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,247,07,0
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,275,07,120
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,1073,07,300
6414318-07_A_49_0708_15:35-SETP2025-07-L-Ma-J-V-41,1153,07,0
6102515-63_A_50_6303_16:10-PROJET2025-63-Semaine-72-1101100,688,63,60
6102515-63_A_50_6303_16:10-PROJET2025-63-Semaine-72-1101100,932,63,0
6102515-63_A_50_6303_16:10-PROJET2025-63-Semaine-72-1101100,1055,63,60
6102515-63_A_50_6303_16:10-PROJET2025-63-Semaine-72-1101100,2671,63,60
6102515-63_A_50_6303_16:10-PROJET2025-63-Semaine-72-1101100,1142,63,300
6102515-63_A_50_6303_16:10-PROJET2025-63-Semaine-72-1101100,364,63,120
6102515-63_A_50_6303_16:10-PROJET2025-63-Semaine-72-1101100,1187,63,60
4759154-47_A_50_4702_17:15-PROJET2023-47-Semaine-10,21260,47,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,1152,18,120
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,118,18,60
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,1457,18,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,1250,18,300
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,55,18,60
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,1505,18,60
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,955,18,300
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,866,18,60
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,754,18,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,393,18,120
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,1512,18,60
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,27,18,60
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,276,18,300
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,1502,18,60
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,1028,18,120
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,1303,18,120
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,344,18,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,422,18,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,126,18,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,834,18,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,1271,18,120
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,1106,18,300
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,380,18,120
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,44,18,300
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,65,18,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,201,18,300
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,376,18,60
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,786,18,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,57,18,120
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,823,18,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,627,18,60
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,982,18,120
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,234,18,120
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,482,18,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,706,18,300
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,937,18,0
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,1249,18,0
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,499,98,120
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,1224,98,60
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,63,98,60
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,124,98,300
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,232,98,0
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,879,98,120
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,2952,98,300
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,2953,98,120
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,2954,98,0
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,2956,98,300
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,2957,98,300
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,1426,98,0
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,1389,98,60
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,2973,98,300
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,231,98,120
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,123,98,0
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,62,98,60
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,625,98,120
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,1371,98,60
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,1293,98,120
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,797,98,60
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,541,98,120
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,215,98,300
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,214,98,60
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,542,98,0
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,798,98,0
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,1372,98,300
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,626,98,0
6428120-98_A_50_9802_15:35-SETP2025-98-Semaine-08,499,98,120
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,1422,63,300
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,1616,63,0
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,2980,63,300
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,1062,63,60
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,688,63,60
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,932,63,120
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,1055,63,0
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,2671,63,300
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,1142,63,60
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,364,63,300
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,1187,63,300
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,107,63,120
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,677,63,60
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,845,63,300
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,318,63,60
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,1192,63,60
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,1041,63,0
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,1289,63,300
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,546,63,120
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,827,63,0
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,854,63,120
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,784,63,120
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,288,63,0
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,240,63,0
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,372,63,300
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,268,63,120
6102502-63_A_48_6302_15:10-PROJET2025-63-Semaine-72-1101100,820,63,60
